sessions,deposits,feature_used,churn_probability,actual_churn
2,107.82,0,0.5534824857683399,0
7,124.28,1,0.46934137648023466,0
13,295.37,1,0.41367052723105596,1
9,130.08,1,0.4554101342488319,0
5,44.92,1,0.490241976448607,0
7,24.02,0,0.5278860025457575,0
8,159.36,0,0.5084379468676811,1
7,206.9,1,0.46159918872210587,0
8,110.33,0,0.5130524163068465,1
2,284.69,0,0.5369663265712389,1
13,72.25,1,0.43418985924650855,0
4,164.19,1,0.4857469020646802,1
4,130.62,0,0.5380022240724522,0
9,53.45,0,0.5116763532858732,1
7,56.24,0,0.5248606373911457,0
5,70.49,0,0.5369373506262457,1
9,255.39,1,0.4437316060031279,1
5,20.94,0,0.5415741546266987,0
5,89.22,1,0.4860730801197261,1
5,99.76,0,0.5341952577949817,0
7,278.32,1,0.4549212930098406,0
5,53.94,0,0.5384868220064325,1
4,56.32,1,0.49590010367345017,0
9,73.54,0,0.5097855649288393,1
5,180.15,1,0.4775227242775933,0
7,72.55,0,0.5233284653969191,1
8,46.97,1,0.4698861272845855,0
7,76.12,0,0.5229930376922568,1
5,56.53,0,0.5382443850620116,0
7,224.12,0,0.509072682072175,1
5,143.22,0,0.5301200412505054,1
10,111.73,1,0.4504496649934683,0
6,94.47,0,0.5279848561046281,0
6,204.78,0,0.5176201124050251,0
1,194.55,0,0.5520647074642174,0
4,2.71,0,0.5499523871514396,1
7,270.8,1,0.455623705241974,0
5,236.48,0,0.521362238570635,0
7,71.35,0,0.5234412094949098,1
5,174.19,0,0.5272135192495943,0
2,48.73,1,0.5100786989069097,0
4,93.41,1,0.4924082238672222,1
3,237.4,1,0.4855863173542562,0
6,270.86,1,0.4623053333172501,0
9,112.29,1,0.4570723979560588,1
6,166.87,0,0.5211843042736575,1
6,26.35,1,0.4852608570854776,1
5,118.38,1,0.48332996995518135,0
8,103.01,1,0.46463211074908534,1
10,80.17,0,0.5024298273720201,0
6,6.27,0,0.5362552485059334,1
6,128.77,0,0.5247641870905251,1
5,132.08,1,0.4820415340298421,1
5,44.62,0,0.5393590691673852,0
8,33.15,0,0.5203114195545734,0
6,39.71,1,0.48400407676894897,0
5,174.46,1,0.4780574339639286,1
7,243.52,1,0.45817327972427285,1
6,67.98,1,0.4813453934200641,0
4,111.48,1,0.4907072505805068,0
4,53.87,0,0.5451788265576748,0
13,80.99,1,0.4333813389040406,0
7,43.32,0,0.52607401986021,0
10,95.88,1,0.45192786699564463,0
5,68.59,0,0.5371152723803648,1
8,36.71,1,0.47084880902705906,0
3,166.58,0,0.541327869742535,1
4,101.17,0,0.540758009250624,0
6,125.91,1,0.47590076534998543,1
2,145.89,1,0.5009315378764042,1
4,93.54,0,0.5414715873397961,1
6,134.52,1,0.47509200036282706,0
3,182.76,1,0.4907282541561057,0
10,64.61,1,0.4548466327014064,0
7,73.14,0,0.5232730320095326,0
1,119.4,0,0.5590532940830769,1
5,45.49,0,0.5392776570703598,0
6,159.72,1,0.4727256496411799,0
1,257.91,0,0.5461563969880496,0
2,94.86,1,0.5057362404246072,1
7,62.0,0,0.5243195912151949,0
2,231.26,0,0.5419658750680861,1
3,74.99,0,0.5498799676235812,1
7,43.61,1,0.47691512719331314,0
8,128.03,0,0.5113867922592373,0
4,97.4,0,0.541110610848657,0
7,76.25,1,0.47384922504587174,1
6,213.77,0,0.5167746211818397,0
5,47.31,1,0.4900170232345935,0
5,155.57,1,0.47983294879288857,0
2,56.26,1,0.5093699470822336,0
7,135.0,1,0.4683359088606615,1
2,34.14,1,0.5114518465560103,1
7,154.73,1,0.46648603856690746,1
5,65.44,1,0.48831071714453467,0
5,311.3,0,0.5143263236522948,1
7,60.8,1,0.4753002247397943,1
8,112.62,0,0.5128369358548085,1
5,86.67,1,0.4863130034457809,0
8,94.33,1,0.4654454180618748,0
8,112.6,0,0.5128388178009249,1
7,27.95,1,0.478386715996496,1
3,201.06,1,0.4890058469069973,0
5,65.27,0,0.5374261445226237,0
9,7.53,1,0.4668791630998161,0
5,111.99,0,0.5330488962312736,0
4,68.01,0,0.5438579685748551,0
7,149.28,1,0.46699693661963665,0
6,63.53,1,0.4817638323939193,0
5,76.0,0,0.5364213245078535,1
3,129.1,0,0.5448307508853936,0
8,86.25,0,0.5153179453369773,0
10,78.29,1,0.45356933722391074,1
3,60.91,1,0.5022004974343368,0
8,163.07,1,0.45900993230644976,1
9,37.7,1,0.4640519343429776,1
4,97.83,0,0.5410703957634713,1
9,54.53,1,0.46247578782238463,0
4,150.37,0,0.536152804631401,0
7,73.44,1,0.4741130964143138,0
8,30.54,0,0.5205567650673026,0
6,93.96,0,0.52803272669899,1
4,22.77,1,0.4990590600870112,0
4,203.87,0,0.5311381310780362,0
2,51.12,0,0.5587540171267693,1
6,51.91,1,0.48285659440960577,1
6,76.96,1,0.4805010732532993,0
7,226.9,1,0.4597276593018705,0
8,8.21,1,0.47352404097234563,0
4,168.04,1,0.48538469058152484,0
3,218.82,0,0.5364387715888833,0
4,58.86,0,0.5447127679525328,0
9,276.84,0,0.4906453044159354,0
3,52.02,0,0.5520203469018327,1
8,68.26,1,0.4678892386203439,1
3,47.02,0,0.552486001921024,1
7,77.92,0,0.52282390659572,0
5,176.69,0,0.5269788121245597,1
5,172.76,1,0.47821719886743347,0
13,42.2,1,0.43697237364017144,0
5,76.35,0,0.5363885434326456,0
5,30.96,1,0.4915560051339057,0
6,84.16,1,0.4798241929692289,0
5,286.48,1,0.46754130966475366,0
9,171.39,1,0.4515540983241608,0
5,144.98,0,0.5299549188289382,0
8,62.13,0,0.5175866066979684,1
8,90.44,1,0.46580996705893213,1
6,283.02,1,0.46116706129902274,1
6,165.4,0,0.521322468470662,1
4,76.61,0,0.543054314888867,0
5,215.06,1,0.474243279728476,0
6,176.42,1,0.47115814102897574,0
3,45.29,1,0.5036712151793872,1
6,50.83,1,0.4829581676989756,0
6,50.18,0,0.5321400749551489,0
7,79.78,1,0.4735177632248699,1
7,138.53,1,0.4680048732413153,0
9,177.49,1,0.4509851818986693,0
5,103.6,1,0.48472022408047283,1
7,103.17,1,0.4713220799923725,1
5,178.86,0,0.5267750766687145,1
2,105.62,1,0.5047231966830587,0
3,56.35,1,0.5026298541619838,0
7,75.55,1,0.4739149567666487,0
5,119.64,0,0.5323316561896836,1
6,55.73,1,0.48249733734660666,1
6,188.96,1,0.4699814737494138,0
6,8.27,0,0.5360679147760967,1
8,103.24,0,0.5137195277242642,0
2,66.45,0,0.5573300062528718,0
13,56.84,1,0.4356162592069203,0
7,69.84,1,0.47445117336810555,0
10,91.88,1,0.45230104993981546,0
11,70.66,0,0.49659266353633785,0
4,152.89,0,0.5359167554445843,0
4,80.84,1,0.4935915747301001,1
3,104.43,0,0.547134012470092,0
8,39.05,0,0.5197567711684984,1
6,67.03,0,0.5305597280349604,0
5,30.49,1,0.49160024748676856,0
4,83.78,1,0.49331479362076963,1
3,64.31,0,0.5508753807401447,0
6,171.42,1,0.4716273967420995,1
6,41.94,1,0.4837943190875648,1
6,18.14,0,0.5351432747477746,0
5,235.36,0,0.5214675036239901,1
9,101.35,1,0.458095088004374,0
6,52.77,0,0.5318972022331309,0
8,182.2,1,0.45722130521936555,0
4,152.43,1,0.4868533846086462,0
7,160.53,1,0.4659424077760553,0
8,45.48,1,0.47002591820687045,1
6,72.11,0,0.5300831575078152,1
4,22.87,1,0.49904964418270664,0
4,64.17,0,0.5442167358078377,0
5,49.71,1,0.48979113286224396,1
5,115.37,1,0.4836130799706446,0
6,34.69,0,0.5335923007746907,0
10,36.36,0,0.5065545934222271,0
6,42.73,0,0.5328386003792206,1
8,99.12,1,0.46499657685714524,0
5,34.76,0,0.5402815918076023,0
6,96.91,1,0.4786257340636955,0
3,189.98,0,0.5391388101736085,1
9,14.35,1,0.46623986867215117,1
7,89.68,0,0.5217187897119099,0
4,121.34,0,0.5388708592024705,1
3,146.26,1,0.49416427357871584,0
2,218.86,1,0.49406100833354294,1
3,105.3,0,0.547052820523307,0
11,103.81,0,0.49347159837281346,0
9,127.9,0,0.5046681750677863,0
6,135.1,1,0.4750375237472191,0
10,52.09,1,0.45601614089243236,0
6,88.31,1,0.479434080183101,0
4,102.02,1,0.4915977191725502,0
12,228.51,1,0.42636456613532364,0
12,206.39,1,0.42840343725646113,1
5,17.22,1,0.4928494396637347,1
8,148.44,0,0.5094658373417063,0
4,141.42,1,0.48788941767441674,0
7,92.17,1,0.47235454705512964,1
10,171.27,1,0.4449048677255694,0
6,153.18,0,0.5224708888422237,0
7,112.81,1,0.4704174647979182,0
7,192.19,1,0.4629763927760581,1
3,62.47,1,0.5020536114611255,1
10,306.15,0,0.48116063277707966,0
7,222.71,0,0.5092054024418411,1
11,210.06,0,0.48347281633831657,0
6,14.48,1,0.4863776294304485,0
5,189.86,1,0.4766103604093743,0
4,206.65,0,0.5308773747286832,1
10,14.39,1,0.4595406219127552,0
6,95.56,1,0.4787526183077941,0
9,103.97,1,0.4578501334033645,0
7,118.65,1,0.46986953478925847,0
4,33.39,0,0.5470907905771514,1
8,145.7,0,0.5097237390321208,0
3,66.52,1,0.5016722712851074,0
5,177.47,1,0.47777456713683114,0
10,56.9,1,0.4555667749408294,1
5,89.9,1,0.4860091016455222,0
6,207.68,0,0.5173473840904461,1
5,107.54,0,0.5334660516501727,0
11,135.77,1,0.4415585470286355,1
2,107.2,1,0.5045744377247126,1
6,387.86,0,0.5003887124855343,1
7,234.47,0,0.5080984201421436,0
5,76.82,1,0.4872398243495391,0
7,335.98,0,0.49854101391874306,0
6,74.69,0,0.529841098658247,1
4,4.35,1,0.5007934740871005,0
5,79.81,1,0.48695847523790553,1
6,68.34,1,0.48131154331336895,0
9,76.7,1,0.4604006940463178,0
10,74.88,1,0.45388767087309856,0
4,127.4,0,0.5383036518974785,1
7,264.93,1,0.456172120630609,1
11,107.09,1,0.4442238015907302,0
8,64.89,1,0.468205259824212,0
0,83.49,0,0.5690010451915823,0
7,84.94,0,0.5221642456637188,0
11,86.18,1,0.446169018107387,1
5,108.31,1,0.48427715969696195,0
8,255.06,1,0.4504194834399456,0
9,243.23,0,0.4938092258169428,1
6,84.69,1,0.4797743699558231,0
4,58.29,1,0.4957146227398638,0
7,94.28,1,0.4721564824956979,0
10,69.68,0,0.5034175251734131,0
11,36.01,0,0.49985523330564263,1
8,115.71,0,0.5125461708405699,1
5,197.39,0,0.5250349886050282,0
9,147.3,1,0.4538020756382465,0
5,77.19,0,0.5363098675695471,0
4,58.31,1,0.4957127396906623,1
6,63.29,0,0.530910553445574,0
4,322.5,0,0.5199976792575244,1
8,107.44,0,0.513324347584436,0
7,120.38,0,0.5188328583883886,1
14,114.12,1,0.423730630703291,0
7,53.3,0,0.525136773961035,1
10,74.52,0,0.5029618123528807,0
10,270.94,1,0.4356541713780212,0
10,117.82,0,0.49888474769800856,0
8,67.02,0,0.5171267221995239,0
10,88.65,1,0.45260243433061204,0
4,109.55,0,0.5399740966196326,0
10,23.83,1,0.4586577054533387,0
12,89.57,1,0.4392098940098161,0
8,344.15,1,0.4421278815524702,0
3,73.03,0,0.5500626765985406,1
10,173.42,0,0.49364982578676964,0
8,46.87,1,0.4698955090780133,0
7,74.52,1,0.47401167794191307,1
3,101.81,0,0.5473785063854616,0
2,50.46,0,0.5588153033126907,1
8,70.98,1,0.4676341898351194,1
4,89.18,0,0.5418792700766438,0
10,24.3,1,0.45861375342593913,0
4,38.5,0,0.5466138609900394,0
2,53.63,0,0.5585209275699919,0
8,79.68,0,0.5159359681041935,1
2,193.38,0,0.5455053270097522,0
6,71.6,1,0.4810050196400223,0
9,77.87,0,0.5093780045651067,0
6,130.8,1,0.4754414161437363,0
6,30.06,0,0.5340262653579863,0
7,113.45,0,0.5194844247521795,0
6,142.1,1,0.4743800945825427,1
14,23.16,1,0.4321171760522048,0
7,82.78,0,0.5223672265998247,1
8,169.47,1,0.45841142175556004,0
7,58.76,1,0.475491844753459,1
7,16.72,0,0.5285711749985738,0
5,31.01,0,0.5406323777118447,1
5,66.4,0,0.5373203388850597,0
6,34.62,0,0.5335988621744998,1
2,4.2,1,0.5142691058650181,0
6,18.26,0,0.5351320314242647,1
8,80.56,1,0.46673602858062685,0
6,110.49,1,0.47734952870210984,0
3,49.3,1,0.5032936544002464,1
8,88.26,1,0.46601428043471704,0
7,75.24,1,0.47394406681769535,1
3,201.05,1,0.4890067880455878,1
14,89.86,1,0.4259633262716922,1
10,261.15,1,0.4365609390535225,0
6,79.87,1,0.480227492045938,1
5,104.07,1,0.48467601062069393,0
8,64.13,1,0.46827653223491644,1
6,21.67,0,0.5348125187675974,1
8,146.29,0,0.5096682058890197,0
9,155.06,0,0.5021109294136534,1
14,42.79,1,0.43030381512055144,0
5,106.55,0,0.5335588506701995,0
5,85.1,0,0.5355689150710393,1
9,66.24,0,0.5104726462028378,0
3,79.68,0,0.5494427166172815,1
11,157.58,1,0.43953396997693556,0
8,182.28,1,0.45721382761885276,0
5,69.0,0,0.5370768795368192,0
2,81.23,1,0.5070194232503393,0
9,54.9,1,0.46244114525539654,0
4,49.41,1,0.496550707816227,0
4,73.2,1,0.4943108469861468,0
3,61.12,0,0.551172621177592,1
7,107.67,1,0.4708997773095397,0
4,35.77,1,0.4978350005686993,0
4,240.25,0,0.527724495095299,1
0,162.6,0,0.5616794476142782,0
9,40.49,1,0.46379059750374296,1
13,127.4,0,0.47779923161171656,1
4,63.68,1,0.4952071455528416,0
5,128.96,0,0.5314576618778738,0
6,60.19,0,0.5312013214209927,0
3,24.27,1,0.505650270783574,0
5,62.05,1,0.4886297476991399,1
5,107.98,1,0.4843082016273967,0
7,219.53,0,0.5095047244408257,0
8,133.91,1,0.4617383676355933,1
8,160.09,1,0.45928865424571624,1
3,128.34,1,0.49585143986034147,0
6,92.53,1,0.4790374129020649,0
7,47.78,0,0.5256551928021107,1
11,23.49,1,0.45201060251129266,0
3,70.15,1,0.5013304758313617,0
4,95.88,0,0.5412527622029818,1
10,32.28,1,0.457867602949588,0
4,53.2,1,0.4961938625674938,0
7,84.51,1,0.47307365980607075,0
6,109.0,0,0.5266208006508567,0
3,63.52,0,0.5509489954018325,1
7,85.7,1,0.4729619364507061,1
1,237.01,0,0.5481068392772576,1
9,64.6,1,0.4615330785931493,0
4,52.94,0,0.5452656784543908,0
3,85.38,0,0.5489112000501553,0
3,131.05,1,0.495596286610096,1
4,102.81,0,0.5406046101192835,0
12,76.63,0,0.4892994219833315,0
6,67.71,1,0.4813707811124783,1
3,192.16,1,0.4898434903033562,0
4,56.46,0,0.5449369342232192,0
4,115.18,0,0.5394473232150956,0
5,71.74,0,0.5368202917080969,0
11,76.21,1,0.4470970922703127,1
4,80.46,0,0.5426944668020363,1
5,164.03,1,0.47903770813543245,1
5,193.91,1,0.4762298630688667,1
6,78.1,0,0.5295211466424887,1
6,61.96,1,0.4819114675596207,0
3,17.05,1,0.5063300038273263,1
4,61.76,1,0.49538791556915424,1
8,82.05,1,0.4665963546676795,0
11,138.36,0,0.4902192685947568,1
6,118.19,0,0.5257578502054114,0
6,111.07,1,0.4772950286059822,0
5,131.18,1,0.48212616866486835,1
4,33.21,1,0.4980760445462487,0
8,130.83,0,0.5111232795921944,1
5,14.06,1,0.4931469249464528,1
6,183.64,1,0.4704806259380826,1
6,66.0,0,0.5306563487566791,0
3,135.16,0,0.5442646745725893,0
7,162.43,1,0.4657643393533589,1
3,82.11,1,0.5002043327771316,0
4,44.56,0,0.5460481545749989,1
7,217.18,1,0.46063708403865855,1
5,139.84,0,0.5304371328344016,0
8,171.88,1,0.4581860761329939,1
3,82.43,1,0.500174201779904,1
4,97.3,1,0.4920420324604647,0
12,93.4,0,0.4877212043183087,1
6,80.94,1,0.48012689986693136,0
8,94.43,0,0.5145484088012102,0
5,59.86,0,0.5379326538539787,0
7,67.43,1,0.47467751021483234,1
3,243.95,0,0.5340843192689803,0
5,75.29,0,0.5364878222931895,1
5,53.36,1,0.4894475992765328,1
6,138.16,1,0.4747501225036195,0
3,83.7,1,0.5000546193743174,1
7,261.48,1,0.45649449281051485,0
6,99.15,1,0.4784152062992508,0
4,125.08,0,0.5385208123651088,1
6,63.53,1,0.4817638323939193,0
3,32.07,0,0.5538777582335008,1
6,13.56,1,0.4864641921667863,0
3,46.49,1,0.5035582298295139,0
6,241.42,0,0.5141736138437376,1
6,134.16,0,0.5242578877283178,1
6,253.06,0,0.5130784130825713,1
8,204.87,0,0.5041534591176038,0
8,57.69,1,0.4688805238034997,0
14,51.1,1,0.4295367220994778,0
3,101.33,0,0.5474232966895359,1
5,82.31,0,0.5358302805070134,1
6,10.85,0,0.535826239236243,1
9,183.81,0,0.4994038600671861,1
5,140.28,1,0.48127046653195005,0
9,111.89,0,0.5061754883386207,0
5,94.75,0,0.5346647594093993,1
5,51.28,1,0.48964336516024365,1
10,92.1,1,0.45228052348019476,0
5,160.4,1,0.4793789156407056,1
3,212.22,1,0.4879555863638551,1
8,66.83,1,0.46802333350702335,0
4,43.39,1,0.49711752449692853,0
3,75.06,1,0.5008681555440629,1
8,106.68,1,0.4642882917397437,0
2,143.64,0,0.5501459297112918,0
8,158.23,1,0.4594626345529163,0
8,80.8,1,0.46671353041624275,0
8,137.99,1,0.46135646952310716,0
6,59.9,0,0.5312285212155541,0
11,92.67,1,0.44556508675513207,1
2,64.73,1,0.5085726740589669,1
8,62.21,0,0.5175790832627731,1
4,132.86,0,0.5377925187498583,1
5,24.04,1,0.49220741617573965,1
7,134.81,0,0.5174759306140164,1
8,104.34,0,0.5136160298016578,0
3,74.76,0,0.5499014086602678,1
3,37.31,0,0.5533900403163846,0
9,110.37,0,0.5063185882533618,1
6,100.2,0,0.5274469807283425,1
9,12.54,0,0.5155255441291334,1
7,89.86,1,0.47257139548385696,1
4,113.4,1,0.490526528240753,0
10,18.11,0,0.5082726226265716,1
2,25.72,1,0.5122442231956118,1
10,87.87,0,0.5017048126686889,1
8,27.11,0,0.5208791772154118,1
7,67.85,0,0.5237700327605183,0
4,118.68,1,0.49002955471592646,0
5,193.98,1,0.4762232868129241,0
4,198.39,1,0.482529903162342,0
5,72.1,0,0.5367865779863749,0
5,63.88,0,0.5375562901960228,1
3,12.77,0,0.5556732223289932,0
8,98.05,0,0.5142078337212906,0
6,8.72,0,0.5360257632821394,1
8,36.69,1,0.47085068581379774,0
1,101.55,1,0.5118370451192491,0
6,253.33,1,0.46394696849900074,0
8,61.78,1,0.4684969222076989,1
7,172.45,0,0.5139352833202774,1
1,62.64,0,0.5643163845870675,0
4,121.04,1,0.4898074289244799,0
3,53.01,0,0.5519281363609984,0
8,168.42,1,0.45850960671022095,1
6,164.18,0,0.5214371328790423,1
5,87.56,0,0.535338447613047,0
10,147.55,0,0.49608546746774795,1
10,94.86,1,0.4520230235286773,0
8,239.24,0,0.5009172957430927,1
5,102.77,1,0.48479830375273175,1
5,63.46,1,0.4884970524346064,1
8,120.73,1,0.4629723529226919,1
7,73.98,1,0.47406238691060687,1
4,51.67,0,0.5453842782079628,1
5,9.88,1,0.49354044138012904,1
5,168.1,1,0.4786551654165484,0
6,94.77,1,0.47882687036031424,0
3,75.02,0,0.54987717095296,1
7,205.33,1,0.4617461503062874,0
4,29.76,0,0.5474295354527937,1
7,43.17,0,0.5260881053376284,0
6,68.84,1,0.48126452956095034,0
4,14.86,1,0.4998038596809652,1
4,218.7,0,0.5297469247691388,1
3,157.32,0,0.5421937030190512,1
7,66.02,1,0.47480993618804984,1
9,1.78,0,0.5165376571362339,0
5,89.08,1,0.4860862522152578,0
5,85.05,1,0.4864654286070618,0
9,93.42,1,0.4588366193723886,0
7,204.0,1,0.46187065162828167,0
4,94.35,0,0.5413958419829827,1
10,287.96,0,0.48287117440239813,0
8,28.32,1,0.4716361927676376,0
4,209.95,1,0.4814428339728389,0
4,36.85,0,0.5467678691774533,1
6,132.43,0,0.5244203974603063,1
8,40.07,0,0.519660877827581,1
3,23.09,0,0.5547133384960884,0
7,311.0,0,0.5008931101368166,1
7,78.12,0,0.5228051139278581,1
3,92.44,1,0.499231666999354,0
3,87.31,0,0.5487312050471752,1
9,297.34,1,0.4398351898463193,0
7,170.55,1,0.46500343002109523,0
4,61.16,0,0.5444979249377139,1
13,215.3,1,0.4210036484217342,0
7,55.51,1,0.47579713662014167,1
13,83.89,1,0.4331131436945696,0
7,237.67,0,0.5077971862678182,0
10,59.05,1,0.45536593825089233,0
2,39.04,0,0.559875454718622,1
7,40.05,1,0.4772496303460248,1
9,45.1,1,0.463358826514407,0
5,20.85,1,0.49250771441420166,0
9,154.52,0,0.5021617745504865,0
2,64.47,0,0.5575139828975666,0
6,50.07,1,0.48302964604356863,1
7,88.69,0,0.5218118308579227,1
7,143.41,0,0.5166671041122375,0
7,84.37,0,0.5222178107911265,0
2,30.21,0,0.5606947952327578,0
3,44.61,0,0.552710414815426,0
8,133.01,1,0.4618226159278336,0
6,174.1,1,0.47137586939137005,0
7,79.19,1,0.47357316174261915,0
7,77.19,1,0.4737609581613056,1
3,75.78,0,0.5498063209129134,0
4,153.55,1,0.486747999596251,0
11,195.49,1,0.4360196852412095,0
4,171.71,0,0.5341533783866836,0
6,71.25,1,0.48103792794231703,1
6,174.59,1,0.47132988274961035,0
1,110.48,1,0.5109966404520021,1
12,132.3,0,0.4840613372607011,1
9,74.5,0,0.5096952062286088,1
8,113.52,1,0.46364758637703096,1
3,81.84,1,0.5002297558048969,1
12,23.75,0,0.4942771858061373,0
6,78.26,1,0.4803788533896372,1
4,148.14,1,0.4872570575751827,1
6,119.83,0,0.5256038361908141,1
3,150.23,0,0.5428564638887288,0
6,72.69,1,0.4809025348414048,0
8,182.5,0,0.5062595729356314,1
5,72.99,1,0.48760022647136764,1
8,203.8,0,0.5042542025317776,1
3,19.91,1,0.5060607493526421,0
4,193.1,1,0.48302741534160376,1
7,23.97,0,0.52789069586807,0
9,49.25,0,0.5120715996296279,0
6,58.05,0,0.5314020327721716,1
6,45.23,1,0.48348486640891913,1
6,45.45,1,0.4834641739737834,0
5,17.51,0,0.5418948711541359,0
8,183.44,0,0.5061710767954274,0
9,120.37,1,0.45631729739739463,0
4,64.04,0,0.5442288807726353,0
5,67.32,1,0.4881337957335417,0
2,310.13,0,0.5345831794981648,0
4,322.3,0,0.5200164809811549,1
11,281.25,1,0.42809386654239046,0
6,162.04,0,0.5216382600660777,0
6,45.42,1,0.4834669956661462,1
6,141.39,0,0.5235786733537935,0
7,200.86,0,0.511261920125696,1
6,18.49,0,0.5351104816210789,0
8,87.09,0,0.515238925309785,0
5,40.71,0,0.5397249297306125,1
11,126.39,1,0.4424298748626251,1
5,391.28,1,0.45772883829369937,0
5,117.32,1,0.4834296686164379,1
6,148.04,1,0.4738222885408961,0
8,215.59,0,0.503144124663101,0
1,177.6,1,0.5046782999026629,1
1,14.57,1,0.5200185334828963,0
18,159.34,0,0.4413844733156678,0
6,104.81,1,0.47788328208450176,1
5,109.44,0,0.533287946038556,0
4,8.94,1,0.5003612831367801,0
4,61.36,0,0.5444792421525065,0
3,107.69,1,0.4977957501317098,1
10,160.32,1,0.4459236241331158,0
8,93.41,1,0.4655316319873411,1
6,48.92,0,0.5322582237530186,1
3,80.53,0,0.5493634625037698,0
7,27.64,0,0.5275461929647696,0
5,51.96,1,0.4895793644227574,1
6,89.48,1,0.4793241010899076,0
9,75.85,1,0.4604802285106955,0
5,27.36,0,0.54097377066428,0
9,88.85,1,0.4592640414172982,1
5,119.89,1,0.48318794868415854,0
3,70.79,0,0.5502714703171177,0
6,91.98,1,0.4790891097570745,0
4,70.52,0,0.5436234372453751,1
7,35.94,0,0.5267669757021273,1
3,91.74,0,0.5483180077415123,0
7,102.74,1,0.4713624355182344,0
9,115.11,0,0.5058723391533135,1
3,52.95,1,0.5029499860750634,1
7,151.74,1,0.46676632079017405,0
10,140.3,1,0.44778739633629766,0
4,54.23,0,0.5451452057303423,0
5,14.83,0,0.5421454360161095,0
11,153.71,1,0.4398930692184268,0
3,13.93,0,0.5555653489996347,1
6,25.79,0,0.534426441923575,0
5,19.69,0,0.5416910378313822,0
8,160.38,0,0.5083419313426824,0
6,14.99,0,0.5354383991815628,1
13,68.19,1,0.4345655613611125,0
6,35.99,0,0.5334704440970455,0
3,70.21,0,0.5503255300927816,1
8,28.79,0,0.52072126321778,0
7,79.26,0,0.52269799448974,0
8,278.96,0,0.49717731619135985,0
10,24.99,1,0.4585492292760234,0
4,69.89,1,0.4946224763530387,0
4,142.41,1,0.4877962549977269,1
7,45.52,1,0.47673566913026255,0
2,185.2,0,0.5462690633429669,1
8,105.16,1,0.4644306867942358,0
8,193.1,1,0.45620266116264135,1
9,204.9,1,0.44843039077977415,1
4,94.11,1,0.49234232762886787,0
3,391.3,1,0.4711233639686952,1
3,38.72,0,0.5532587856538665,0
8,247.4,0,0.5001489562281798,1
7,149.21,1,0.46700349906552757,1
8,59.4,1,0.46872013819623065,0
10,46.33,1,0.456554353125852,0
2,19.44,0,0.56169370130092,1
3,110.76,1,0.4975066872225214,1
10,116.84,1,0.4499732815301194,0
6,61.7,1,0.48193591700085414,0
5,164.02,1,0.4790386480742934,0
2,288.88,1,0.4874703129823194,1
3,78.23,0,0.5495779090182559,0
5,46.0,1,0.4901403234553517,0
8,107.67,0,0.5133027062816424,1
7,120.05,1,0.4697381924470623,0
1,78.14,0,0.5628805281193499,1
6,153.36,1,0.473322760097359,1
4,196.63,1,0.48269542326721676,0
14,93.41,0,0.4742751452973412,0
9,125.37,1,0.45585013252452566,0
6,36.9,1,0.4842683982765394,1
6,132.85,0,0.5243809447046315,0
10,160.49,0,0.49486714542966215,0
8,129.81,0,0.5112192742158912,0
6,184.5,0,0.5195270272909537,0
9,195.65,1,0.44929225385527943,0
8,58.29,0,0.5179477221479821,1
2,143.4,1,0.5011659936964258,0
4,169.35,0,0.5343745509753433,1
10,99.26,1,0.4516125695240377,1
10,103.3,0,0.5002519400226835,0
6,136.56,0,0.5240324322015742,1
3,39.91,1,0.5041777613912473,0
4,17.13,0,0.548607799352106,0
5,229.58,1,0.47287990900597565,0
9,131.56,1,0.4552718901070895,1
5,133.28,1,0.48192868945350703,1
1,168.58,0,0.5544822616864109,1
7,389.15,1,0.4445913717406423,0
3,139.17,1,0.49483178264637623,0
8,546.72,1,0.4234013113573312,0
3,92.67,1,0.49921001039458074,0
5,211.16,0,0.5237414994145431,0
3,159.5,0,0.541989890279122,0
9,36.8,1,0.4641362407679517,0
9,57.11,0,0.5113319124060539,0
2,42.88,1,0.5106292950148175,1
5,134.57,1,0.48180738359014863,1
6,128.57,1,0.4756508893043743,0
8,47.29,1,0.46985610568866165,1
7,38.33,0,0.5265425743337033,0
2,50.43,1,0.5099186919741953,0
6,151.74,1,0.47347486653331405,1
8,80.11,0,0.5158955205956275,1
6,139.94,0,0.5237148990770788,0
5,29.13,0,0.5408082232487244,0
4,29.75,0,0.5474304685737356,1
9,35.96,1,0.46421492861409186,1
6,323.74,0,0.506425858186112,1
3,18.63,0,0.5551282225273892,0
6,91.15,1,0.4791671258585669,0
3,74.42,1,0.5009284173525922,0
4,90.52,0,0.5417539790319116,0
7,122.76,0,0.5186090732325405,1
7,48.05,1,0.4764979669200641,0
5,106.74,0,0.5335410409371538,1
3,23.2,1,0.5057510082232017,1
6,53.8,1,0.4826788445669682,0
4,232.4,1,0.47933221145992294,0
7,78.67,0,0.5227534337584782,0
5,86.17,1,0.48636004797834526,0
5,85.21,1,0.48645037415764036,1
7,85.93,1,0.4729403431729223,0
2,224.78,1,0.4935036710609567,1
6,208.6,0,0.5172608612165638,0
7,249.12,0,0.5067192889775174,0
5,73.59,0,0.5366470370648715,0
13,149.63,1,0.4270442402348441,0
5,108.54,0,0.533372312915101,0
2,166.52,0,0.5480123239108883,0
3,10.52,0,0.5558824444206831,0
