user_id,group,sessions,deposits,feature_used,churn
39812,control,5,109.46,1,1
39813,control,7,146.87,1,1
39814,treatment,5,140.49,1,0
39815,treatment,9,75.56,1,1
39816,treatment,4,74.21,0,0
39817,control,4,51.26,1,0
39818,control,5,127.63,1,0
39819,treatment,8,156.26,1,1
39820,treatment,8,117.27,1,0
39821,control,3,46.26,0,0
39822,treatment,10,207.65,1,0
39823,control,3,85.32,1,0
39824,control,3,238.24,0,0
39825,control,3,102.98,1,0
39826,treatment,7,67.64,1,0
39827,treatment,10,136.65,1,1
39828,control,7,48.06,0,0
39829,treatment,5,94.2,0,0
39830,control,2,88.41,0,1
39831,treatment,4,32.26,1,0
39832,treatment,9,111.44,1,0
39833,control,1,132.64,0,0
39834,control,5,118.37,1,1
39835,control,3,210.33,0,0
39836,control,5,87.79,0,1
39837,treatment,9,112.96,0,0
39838,control,5,107.83,1,1
39839,treatment,6,80.84,0,0
39840,treatment,9,157.44,1,0
39841,control,7,111.86,1,0
39842,treatment,4,148.89,0,0
39843,treatment,6,204.66,1,0
39844,control,4,195.29,0,0
39845,treatment,4,111.75,0,0
39846,control,2,86.01,1,0
39847,control,10,126.02,1,0
39848,control,6,61.61,0,0
39849,treatment,5,92.11,1,0
39850,treatment,5,126.22,1,0
39851,treatment,4,96.08,1,0
39852,treatment,14,114.56,1,0
39853,treatment,6,74.4,1,0
39854,treatment,7,222.31,1,1
39855,treatment,3,75.88,1,0
39856,treatment,7,30.61,0,0
39857,treatment,8,140.34,1,0
39858,treatment,10,30.35,1,1
39859,treatment,4,86.35,1,1
39860,control,6,123.21,1,1
39861,treatment,6,85.47,1,0
39862,treatment,5,94.19,0,0
39863,control,3,15.87,0,0
39864,control,9,240.47,1,0
39865,treatment,10,71.35,0,0
39866,treatment,9,103.8,1,0
39867,treatment,7,84.35,1,1
39868,treatment,0,235.28,0,1
39869,control,2,27.88,1,0
39870,treatment,3,150.62,1,0
39871,treatment,8,171.6,1,1
39872,treatment,6,162.84,1,1
39873,control,4,87.95,0,0
39874,treatment,1,39.6,1,0
39875,treatment,11,184.77,1,0
39876,treatment,3,45.11,1,0
39877,control,4,52.58,0,1
39878,treatment,4,101.67,1,0
39879,control,4,56.98,0,1
39880,treatment,8,129.31,0,0
39881,control,3,4.97,0,1
39882,control,3,108.76,1,1
39883,treatment,5,73.47,1,1
39884,treatment,7,116.42,0,1
39885,treatment,3,78.66,1,1
39886,control,3,59.05,1,0
39887,control,6,202.73,0,0
39888,treatment,4,165.98,0,0
39889,control,7,93.61,1,1
39890,treatment,5,35.21,1,0
39891,treatment,7,221.81,1,0
39892,treatment,6,217.02,1,0
39893,treatment,9,108.21,1,1
39894,treatment,9,45.66,1,0
39895,treatment,7,117.98,1,0
39896,treatment,5,98.9,0,0
39897,treatment,7,126.37,1,0
39898,control,1,28.54,1,1
39899,treatment,2,121.47,1,1
39900,control,5,63.89,0,1
39901,treatment,1,74.97,0,0
39902,treatment,4,191.16,1,0
39903,treatment,4,251.2,1,0
39904,treatment,6,44.62,1,0
39905,treatment,6,115.07,1,0
39906,treatment,4,99.38,0,0
39907,treatment,2,77.01,1,0
39908,control,6,144.67,0,0
39909,control,7,90.67,1,0
39910,treatment,7,211.84,0,0
39911,control,1,69.65,0,1
39912,treatment,5,122.66,0,0
39913,treatment,7,87.04,1,1
39914,treatment,4,98.37,0,1
39915,control,3,118.05,0,1
39916,treatment,2,32.68,1,0
39917,treatment,5,96.75,1,1
39918,treatment,4,110.75,1,0
39919,control,5,16.61,0,0
39920,control,3,32.81,0,1
39921,control,5,121.36,1,0
39922,control,2,58.93,0,0
39923,treatment,10,40.22,0,0
39924,treatment,6,90.26,0,0
39925,control,6,122.87,0,0
39926,treatment,9,49.91,1,0
39927,control,4,127.7,1,0
39928,control,4,49.42,1,0
39929,treatment,6,155.9,1,1
39930,control,6,31.49,0,1
39931,control,4,90.24,0,1
39932,treatment,7,90.58,1,0
39933,treatment,2,298.38,1,1
39934,control,3,47.21,1,0
39935,treatment,5,126.15,1,1
39936,treatment,5,108.99,1,0
39937,control,2,30.57,0,0
39938,control,0,131.68,0,0
39939,control,6,83.81,1,0
39940,control,7,30.2,0,0
39941,control,3,75.91,0,1
39942,control,0,128.14,1,1
39943,control,0,37.02,1,0
39944,control,5,154.16,0,0
39945,control,5,20.65,0,1
39946,treatment,6,114.53,1,0
39947,control,8,93.95,0,1
39948,treatment,6,194.9,1,0
39949,control,2,60.31,1,0
39950,treatment,10,147.71,1,0
39951,control,6,238.26,0,1
39952,control,4,80.33,0,0
39953,treatment,6,82.08,0,0
39954,treatment,2,119.03,1,0
39955,control,3,39.15,0,0
39956,control,8,143.68,1,0
39957,control,5,222.68,1,0
39958,treatment,7,198.13,0,0
39959,control,7,43.93,1,0
39960,control,6,148.28,0,1
39961,control,6,43.63,0,0
39962,treatment,8,114.96,1,0
39963,treatment,6,35.16,1,0
39964,treatment,10,217.89,1,0
39965,treatment,10,121.97,1,0
39966,control,8,121.54,0,0
39967,treatment,6,76.33,0,1
39968,control,5,72.54,0,0
39969,treatment,2,50.07,0,1
39970,treatment,3,113.02,0,0
39971,treatment,2,216.26,1,0
39972,control,6,111.15,0,0
39973,treatment,5,429.0,0,1
39974,treatment,4,84.15,1,1
39975,treatment,7,149.7,1,0
39976,treatment,6,230.65,0,0
39977,treatment,4,45.19,0,0
39978,treatment,1,80.29,1,0
39979,treatment,6,211.42,0,0
39980,control,3,19.33,0,1
39981,treatment,5,39.16,1,0
39982,treatment,6,99.78,0,0
39983,treatment,10,99.61,1,0
39984,control,4,59.64,0,1
39985,control,11,52.25,0,0
39986,treatment,6,213.38,1,0
39987,treatment,7,45.31,1,0
39988,control,4,384.34,1,0
39989,treatment,6,52.05,1,0
39990,control,1,149.46,0,1
39991,control,5,149.72,0,0
39992,control,6,125.02,1,1
39993,control,3,154.49,0,0
39994,treatment,8,74.38,0,0
39995,control,5,104.99,1,0
39996,treatment,5,88.78,1,0
39997,treatment,8,59.62,1,1
39998,control,4,123.96,0,0
39999,control,5,208.2,1,0
40000,control,6,20.29,1,0
40001,treatment,4,113.17,0,0
40002,control,3,113.37,0,0
40003,control,4,151.96,1,0
40004,control,6,167.25,0,0
40005,control,3,66.42,0,1
40006,control,5,161.88,0,0
40007,control,5,142.49,0,1
40008,treatment,8,170.55,1,0
40009,control,2,23.44,1,1
40010,treatment,8,56.02,0,0
40011,treatment,7,205.61,0,0
40012,control,5,207.75,0,0
40013,control,4,68.26,0,0
40014,treatment,8,118.42,0,0
40015,control,10,19.26,0,0
40016,control,5,104.88,0,1
40017,control,4,18.37,1,1
40018,control,1,30.96,1,1
40019,treatment,4,88.08,1,1
40020,control,5,110.21,1,1
40021,treatment,7,59.69,1,0
40022,treatment,6,170.03,0,0
40023,treatment,3,30.39,1,1
40024,control,10,13.4,0,0
40025,treatment,3,96.14,1,1
40026,treatment,7,70.65,1,0
40027,control,4,40.24,1,1
40028,control,3,60.88,0,0
40029,treatment,11,41.07,1,0
40030,treatment,7,29.2,1,0
40031,control,9,40.37,0,0
40032,treatment,5,69.55,0,0
40033,treatment,4,257.89,0,0
40034,control,7,89.87,0,0
40035,control,3,96.95,0,1
40036,treatment,7,195.81,1,1
40037,treatment,8,54.45,1,0
40038,control,4,22.59,1,1
40039,control,4,78.63,0,0
40040,treatment,6,48.35,0,0
40041,control,2,79.7,0,0
40042,treatment,10,43.74,0,0
40043,control,8,121.56,1,0
40044,control,4,70.93,1,1
40045,control,7,94.48,0,0
40046,treatment,6,123.96,0,0
40047,control,4,188.46,0,0
40048,treatment,6,73.06,0,1
40049,control,3,32.6,0,1
40050,treatment,3,76.95,1,0
40051,treatment,3,44.52,0,1
40052,treatment,4,76.31,1,1
40053,treatment,7,99.75,1,0
40054,treatment,5,30.8,1,1
40055,treatment,8,19.22,0,0
40056,control,4,64.2,1,0
40057,treatment,3,81.6,1,0
40058,treatment,3,96.52,1,0
40059,control,6,49.39,0,0
40060,treatment,5,74.51,1,0
40061,treatment,6,19.88,1,0
40062,treatment,3,57.16,1,1
40063,treatment,7,97.65,0,1
40064,treatment,8,344.46,1,0
40065,treatment,7,134.95,0,1
40066,control,9,74.04,0,1
40067,treatment,5,33.91,1,1
40068,treatment,11,108.01,1,0
40069,treatment,7,44.41,1,0
40070,control,5,95.98,0,0
40071,control,2,34.1,0,0
40072,control,3,287.06,0,0
40073,control,8,103.93,0,1
40074,treatment,8,183.23,1,0
40075,treatment,6,68.97,1,1
40076,control,5,78.91,1,1
40077,control,2,48.41,0,1
40078,treatment,2,26.69,0,1
40079,treatment,4,106.64,1,0
40080,treatment,6,76.03,1,1
40081,treatment,7,19.29,1,1
40082,treatment,11,317.2,1,1
40083,treatment,7,157.85,1,1
40084,treatment,5,48.7,1,1
40085,treatment,5,87.78,1,0
40086,treatment,6,129.6,0,0
40087,control,3,10.71,0,1
40088,control,6,43.05,1,0
40089,treatment,10,26.35,0,0
40090,treatment,10,105.86,0,0
40091,treatment,7,334.64,1,0
40092,treatment,4,48.1,1,1
40093,treatment,1,142.18,1,1
40094,treatment,6,113.61,1,0
40095,control,4,15.89,1,1
40096,control,5,54.34,1,0
40097,control,9,25.04,1,1
40098,treatment,8,51.22,1,0
40099,control,6,33.8,0,0
40100,treatment,5,67.43,1,0
40101,treatment,5,104.47,0,0
40102,treatment,3,249.85,1,0
40103,treatment,5,147.27,1,0
40104,treatment,10,153.54,1,1
40105,control,6,119.07,0,1
40106,treatment,3,107.13,1,0
40107,control,2,97.9,1,1
40108,treatment,9,106.25,0,0
40109,treatment,8,96.04,0,0
40110,treatment,7,90.27,1,0
40111,treatment,4,87.62,1,1
40112,control,6,75.78,1,0
40113,control,5,100.79,0,1
40114,treatment,9,65.13,0,0
40115,control,3,191.33,1,0
40116,treatment,5,126.25,1,0
40117,treatment,10,270.78,1,1
40118,control,4,130.69,1,1
40119,treatment,8,109.26,1,0
40120,control,3,97.52,1,0
40121,treatment,8,58.05,1,0
40122,control,7,83.71,0,0
40123,treatment,6,285.56,1,0
40124,treatment,8,93.72,1,0
40125,treatment,7,79.02,0,1
40126,treatment,10,67.79,1,1
40127,control,7,76.17,1,1
40128,treatment,8,23.8,1,0
40129,treatment,2,337.23,0,0
40130,treatment,4,58.49,1,0
40131,control,4,194.14,1,0
40132,control,3,171.46,0,1
40133,control,4,230.45,0,0
40134,treatment,7,28.81,1,0
40135,control,8,221.79,1,0
40136,treatment,3,50.76,0,0
40137,control,4,137.62,0,0
40138,control,3,25.83,0,1
40139,control,6,22.32,0,1
40140,control,4,116.41,0,0
40141,control,4,38.41,0,0
40142,treatment,5,111.44,1,0
40143,treatment,8,97.04,1,1
40144,control,5,15.75,1,0
40145,treatment,2,88.88,0,1
40146,treatment,2,101.35,0,0
40147,control,6,24.4,1,0
40148,treatment,9,142.86,1,1
40149,treatment,5,159.06,1,0
40150,treatment,3,56.68,1,0
40151,control,4,127.5,0,1
40152,control,10,22.86,1,0
40153,control,9,7.32,0,0
40154,control,3,115.0,0,0
40155,treatment,10,59.32,1,0
40156,treatment,2,181.38,1,0
40157,control,5,18.11,1,1
40158,control,7,80.2,1,0
40159,treatment,4,77.47,1,0
40160,treatment,5,98.64,1,1
40161,control,5,201.03,0,0
40162,treatment,6,89.54,1,0
40163,control,10,190.59,0,0
40164,control,6,171.78,0,1
40165,control,9,30.66,1,0
40166,control,3,24.73,0,1
40167,treatment,2,221.51,1,0
40168,control,3,149.09,0,0
40169,treatment,6,114.03,1,0
40170,control,4,178.88,1,1
40171,treatment,5,97.9,0,1
40172,control,3,77.94,0,1
40173,control,7,198.05,0,1
40174,treatment,5,21.85,0,0
40175,treatment,3,73.39,1,1
40176,control,4,134.46,1,0
40177,control,7,219.63,0,1
40178,treatment,5,58.55,1,0
40179,treatment,4,301.75,0,1
40180,control,6,39.54,0,0
40181,control,5,41.25,0,0
40182,control,3,38.4,0,0
40183,control,8,64.86,0,0
40184,control,6,128.23,1,1
40185,treatment,4,150.74,1,0
40186,treatment,7,124.95,1,0
40187,control,8,88.98,1,0
40188,treatment,9,159.65,1,0
40189,treatment,3,60.54,1,0
40190,control,8,29.15,0,0
40191,treatment,3,124.14,1,0
40192,control,8,24.87,0,1
40193,control,4,30.33,1,0
40194,control,5,7.41,0,1
40195,treatment,6,92.67,0,0
40196,control,6,28.08,1,1
40197,treatment,1,69.66,1,0
40198,control,3,76.31,0,0
40199,control,2,65.86,1,0
40200,treatment,6,259.97,1,0
40201,control,3,116.51,0,0
40202,treatment,6,25.54,0,1
40203,control,3,120.82,1,1
40204,control,3,261.19,1,0
40205,treatment,3,57.89,0,1
40206,treatment,8,60.01,0,0
40207,control,5,87.89,0,1
40208,control,1,106.02,1,0
40209,control,6,95.29,0,0
40210,control,4,132.16,0,1
40211,control,7,42.38,0,1
40212,treatment,10,351.01,0,0
40213,treatment,4,80.53,0,1
40214,control,7,96.52,1,1
40215,control,12,159.78,0,1
40216,control,4,115.04,0,0
40217,treatment,7,125.15,0,0
40218,control,4,112.25,0,0
40219,treatment,5,32.19,1,0
40220,control,4,92.05,0,0
40221,control,2,142.86,1,1
40222,control,6,215.2,1,1
40223,treatment,8,149.64,1,1
40224,treatment,6,288.79,1,0
40225,treatment,5,82.58,1,1
40226,treatment,4,144.49,1,0
40227,treatment,2,162.69,0,1
40228,control,7,106.42,0,0
40229,treatment,4,261.29,1,0
40230,treatment,7,94.63,1,0
40231,control,6,248.23,1,0
40232,treatment,8,155.91,0,0
40233,treatment,8,69.78,1,1
40234,control,11,73.53,1,1
40235,treatment,6,126.04,1,1
40236,control,3,73.81,0,1
40237,treatment,5,38.23,1,0
40238,control,3,31.41,1,0
40239,treatment,4,138.91,1,0
40240,control,2,150.05,0,1
40241,control,5,206.54,1,1
40242,treatment,5,95.07,1,0
40243,treatment,6,148.65,1,0
40244,treatment,11,151.08,0,0
40245,treatment,9,34.86,1,0
40246,treatment,12,117.67,1,0
40247,control,3,71.8,1,1
40248,treatment,4,105.19,1,0
40249,control,1,90.93,0,0
40250,control,9,19.38,1,1
40251,control,5,107.29,0,1
40252,control,6,204.83,1,1
40253,control,7,10.79,0,0
40254,treatment,11,96.69,1,1
40255,treatment,10,106.79,0,0
40256,treatment,4,46.89,1,0
40257,treatment,6,43.21,1,0
40258,control,7,40.59,0,0
40259,treatment,2,111.35,0,1
40260,treatment,9,36.77,1,0
40261,treatment,8,65.28,0,0
40262,control,3,141.54,1,1
40263,control,8,49.96,1,0
40264,treatment,4,64.98,1,0
40265,treatment,6,213.25,0,0
40266,treatment,6,87.77,1,1
40267,treatment,5,24.92,0,0
40268,control,1,219.65,0,1
40269,treatment,4,127.86,1,0
40270,treatment,5,111.4,1,0
40271,control,8,46.15,0,1
40272,treatment,10,78.92,0,0
40273,treatment,6,202.87,0,0
40274,treatment,6,134.82,1,0
40275,control,4,60.68,0,0
40276,control,3,32.55,1,0
40277,treatment,4,65.71,0,0
40278,treatment,4,77.87,1,0
40279,control,0,114.5,0,1
40280,treatment,6,154.18,1,0
40281,treatment,5,190.24,1,0
40282,control,6,262.63,1,1
40283,control,2,53.5,0,1
40284,control,6,161.01,1,0
40285,treatment,7,28.67,1,0
40286,control,8,5.2,1,0
40287,treatment,3,28.64,1,0
40288,treatment,5,58.82,1,0
40289,treatment,1,80.88,1,0
40290,control,3,81.6,1,1
40291,treatment,7,115.31,1,0
40292,control,7,219.03,0,1
40293,control,5,47.29,1,0
40294,control,3,103.33,0,0
40295,treatment,4,151.71,1,0
40296,control,6,98.56,0,1
40297,treatment,5,190.08,0,0
40298,control,5,71.61,0,0
40299,treatment,6,67.05,1,0
40300,control,5,151.98,1,1
40301,control,4,110.15,1,0
40302,treatment,4,58.05,1,1
40303,treatment,5,84.39,1,0
40304,treatment,7,99.14,1,0
40305,control,5,24.56,0,0
40306,treatment,4,72.45,0,0
40307,treatment,3,148.32,1,0
40308,treatment,4,125.48,0,1
40309,treatment,4,101.72,0,1
40310,control,5,93.55,1,0
40311,control,6,188.69,0,0
40312,control,3,66.99,0,0
40313,control,4,58.14,0,1
40314,treatment,2,402.49,1,1
40315,treatment,12,70.79,1,0
40316,control,3,117.13,0,0
40317,control,2,108.23,0,0
40318,treatment,8,167.87,1,1
40319,control,8,66.61,0,1
40320,treatment,6,60.15,1,0
40321,treatment,9,107.96,1,0
40322,treatment,3,102.54,0,0
40323,treatment,4,94.36,1,0
40324,treatment,5,44.45,1,0
40325,treatment,8,29.93,1,1
40326,control,8,14.37,0,0
40327,control,3,79.9,0,1
40328,treatment,8,169.82,1,1
40329,treatment,6,136.76,1,1
40330,treatment,7,162.13,1,0
40331,treatment,6,116.04,1,0
40332,treatment,4,143.95,1,0
40333,control,6,95.82,1,0
40334,treatment,3,222.44,1,0
40335,treatment,8,84.34,1,0
40336,control,5,176.8,0,0
40337,treatment,5,179.85,1,0
40338,treatment,5,71.98,1,0
40339,treatment,9,199.85,0,0
40340,treatment,10,122.02,1,0
40341,control,5,96.95,0,1
40342,treatment,1,85.47,1,1
40343,treatment,3,147.67,1,0
40344,treatment,9,32.23,0,0
40345,treatment,8,375.16,1,0
40346,control,3,165.67,1,0
40347,control,3,74.58,1,0
40348,treatment,4,83.74,1,0
40349,treatment,2,111.43,1,1
40350,control,4,133.35,1,0
40351,control,3,108.22,1,0
40352,control,6,22.49,0,0
40353,treatment,12,135.43,0,0
40354,control,8,40.59,0,0
40355,control,4,260.21,0,0
40356,treatment,4,152.29,1,0
40357,control,5,190.81,0,0
40358,treatment,6,46.8,1,0
40359,control,6,98.89,1,0
40360,control,5,62.68,1,1
40361,control,5,92.44,0,1
40362,treatment,7,51.6,1,0
40363,control,2,61.41,0,0
40364,control,5,124.68,0,1
40365,treatment,11,170.87,1,1
40366,treatment,5,17.58,1,1
40367,treatment,2,113.35,1,0
40368,control,4,69.62,0,1
40369,treatment,9,166.75,1,1
40370,treatment,6,73.46,0,0
40371,control,2,35.69,0,0
40372,treatment,10,145.46,1,0
40373,treatment,7,96.12,1,1
40374,treatment,5,270.54,0,0
40375,control,5,87.5,0,1
40376,treatment,4,46.56,0,1
40377,control,6,119.33,0,1
40378,control,0,172.6,1,0
40379,control,6,59.91,1,1
40380,control,2,14.45,0,0
40381,treatment,5,323.46,1,0
40382,control,4,124.07,1,1
40383,treatment,7,104.67,1,0
40384,control,4,68.24,0,1
40385,control,3,78.19,1,1
40386,control,7,99.43,0,0
40387,treatment,6,39.95,1,0
40388,control,10,20.88,0,0
40389,control,4,113.28,0,1
40390,treatment,3,56.81,0,0
40391,treatment,9,88.74,1,0
40392,control,5,92.22,1,0
40393,treatment,7,124.38,1,0
40394,control,3,207.39,0,0
40395,control,8,54.03,1,0
40396,control,6,38.84,0,0
40397,treatment,5,25.28,0,0
40398,treatment,8,121.47,1,0
40399,treatment,10,47.64,0,1
40400,control,5,148.48,0,0
40401,treatment,4,145.63,1,0
40402,control,7,30.39,0,0
40403,treatment,6,44.48,1,1
40404,treatment,6,101.24,1,1
40405,treatment,4,113.43,1,1
40406,treatment,1,174.1,0,0
40407,treatment,6,131.75,1,0
40408,control,3,58.14,0,0
40409,control,7,43.8,1,0
40410,treatment,7,29.7,1,0
40411,control,4,81.54,0,1
40412,control,2,141.72,1,0
40413,control,5,31.59,1,0
40414,control,6,18.37,1,1
40415,control,6,91.22,1,0
40416,control,6,26.94,1,0
40417,treatment,9,105.98,1,0
40418,treatment,6,103.5,1,0
40419,control,8,102.16,0,0
40420,treatment,5,61.52,1,0
40421,control,9,16.13,0,0
40422,control,3,35.2,1,1
40423,treatment,4,134.5,1,0
40424,treatment,7,62.72,1,0
40425,treatment,6,119.32,1,1
40426,treatment,6,60.17,1,0
40427,treatment,7,45.37,1,0
40428,control,3,118.65,0,1
40429,treatment,6,17.49,0,1
40430,control,3,58.93,0,0
40431,treatment,4,51.75,1,0
40432,treatment,5,88.07,0,1
40433,treatment,6,83.28,0,1
40434,treatment,10,77.53,1,0
40435,control,8,93.13,0,0
40436,treatment,6,85.68,1,0
40437,control,3,62.17,0,1
40438,treatment,6,51.83,0,1
40439,treatment,11,53.9,0,1
40440,treatment,6,77.93,1,0
40441,control,4,120.61,0,0
40442,treatment,7,114.44,1,0
40443,treatment,4,261.64,0,1
40444,control,3,75.9,1,1
40445,control,4,120.99,0,0
40446,treatment,6,80.86,0,0
40447,control,6,42.59,0,1
40448,control,4,234.68,1,1
40449,control,4,34.5,1,0
40450,control,4,173.39,1,0
40451,treatment,13,71.56,1,0
40452,control,5,76.28,1,1
40453,treatment,7,52.61,1,0
40454,treatment,5,136.16,1,0
40455,control,5,195.63,1,0
40456,control,7,37.36,1,0
40457,treatment,10,117.51,0,1
40458,treatment,7,62.04,0,1
40459,control,6,58.66,0,0
40460,treatment,2,34.06,0,1
40461,control,4,59.35,0,1
40462,control,2,227.2,1,0
40463,control,2,57.42,0,0
40464,control,8,361.72,1,0
40465,treatment,4,95.77,0,1
40466,treatment,5,47.89,1,0
40467,treatment,6,124.78,1,0
40468,treatment,5,131.17,1,1
40469,treatment,3,159.86,1,0
40470,control,11,40.09,1,1
40471,control,3,98.57,1,1
40472,treatment,7,115.45,0,0
40473,control,3,60.35,0,0
40474,control,7,112.21,0,1
40475,treatment,10,74.07,1,1
40476,control,4,151.53,1,0
40477,control,3,166.65,0,0
40478,treatment,4,150.45,1,1
40479,control,8,66.96,0,1
40480,control,3,60.76,0,1
40481,treatment,9,69.03,1,1
40482,treatment,5,148.22,1,0
40483,control,7,38.03,0,0
40484,control,5,161.55,0,0
40485,control,4,41.9,1,1
40486,control,1,49.06,0,1
40487,control,3,83.73,0,0
40488,control,4,57.1,0,0
40489,treatment,5,72.19,1,0
40490,control,6,121.68,1,1
40491,control,7,102.69,0,0
40492,treatment,7,78.66,1,0
40493,treatment,8,198.11,0,1
40494,treatment,4,87.14,1,0
40495,control,3,53.06,0,0
40496,control,8,19.45,0,0
40497,treatment,6,148.28,1,1
40498,control,8,150.26,0,1
40499,treatment,6,209.32,0,0
40500,control,0,83.9,1,1
40501,treatment,2,46.07,1,0
40502,treatment,5,27.67,1,0
40503,control,2,177.22,0,0
40504,treatment,6,16.14,0,0
40505,control,1,57.93,1,1
40506,control,5,343.64,0,0
40507,treatment,5,90.47,1,1
40508,control,11,65.98,0,1
40509,treatment,5,206.96,1,0
40510,control,7,118.85,1,0
40511,treatment,9,92.64,1,0
40512,control,5,30.25,0,0
40513,treatment,4,77.8,1,0
40514,control,8,52.53,0,1
40515,control,5,88.92,0,0
40516,treatment,13,38.43,1,0
40517,control,5,150.57,0,1
40518,treatment,7,40.26,1,0
40519,control,1,218.69,0,1
40520,control,9,139.84,1,1
40521,control,7,14.72,0,1
40522,control,6,120.82,0,1
40523,treatment,5,78.05,1,0
40524,control,5,195.02,1,1
40525,control,9,82.73,0,1
40526,control,5,61.45,1,1
40527,control,3,63.03,1,0
40528,treatment,3,180.8,1,0
40529,control,5,40.35,1,0
40530,treatment,5,92.96,1,0
40531,control,6,79.41,1,0
40532,control,5,62.03,0,1
40533,treatment,5,31.05,0,0
40534,treatment,3,303.23,1,0
40535,treatment,7,118.39,1,0
40536,treatment,3,138.25,1,0
40537,treatment,8,100.6,1,0
40538,control,4,58.11,0,0
40539,control,2,24.96,1,0
40540,treatment,9,83.92,1,0
40541,control,3,83.36,0,1
40542,treatment,7,161.57,0,0
40543,treatment,0,71.94,1,0
40544,control,5,28.62,0,1
40545,control,5,125.97,1,1
40546,treatment,5,113.07,1,1
40547,control,3,56.63,0,1
40548,control,4,135.99,0,0
40549,control,2,183.83,1,0
40550,treatment,4,47.48,0,0
40551,control,2,64.14,0,0
40552,treatment,1,63.15,1,0
40553,control,2,67.49,0,0
40554,treatment,3,152.19,0,0
40555,treatment,5,213.52,1,0
40556,control,4,30.38,0,0
40557,control,7,48.85,0,1
40558,treatment,7,152.12,0,0
40559,control,5,152.69,1,1
40560,control,8,41.8,0,1
40561,control,3,23.78,0,1
40562,treatment,5,60.63,1,1
40563,control,9,71.05,0,1
40564,treatment,5,54.28,1,0
40565,treatment,9,156.18,1,1
40566,control,8,140.2,1,0
40567,control,2,36.08,0,0
40568,control,4,95.88,0,0
40569,treatment,6,85.93,1,1
40570,treatment,6,205.0,1,1
40571,control,2,67.48,0,0
40572,control,6,141.09,0,0
40573,control,5,90.57,0,1
40574,control,10,67.04,1,0
40575,control,3,130.74,0,0
40576,control,7,139.17,0,1
40577,control,7,75.27,1,0
40578,treatment,5,186.49,1,0
40579,control,9,67.07,0,0
40580,control,4,151.39,1,0
40581,control,4,123.62,0,0
40582,control,6,61.1,1,1
40583,control,9,141.7,0,1
40584,treatment,10,155.19,0,1
40585,control,4,119.96,0,0
40586,control,7,118.11,0,1
40587,control,7,71.82,0,0
40588,treatment,6,217.31,0,1
40589,treatment,8,33.34,1,1
40590,treatment,9,252.84,1,0
40591,control,10,121.3,1,1
40592,treatment,5,41.29,0,0
40593,control,4,124.11,0,1
40594,control,3,84.7,0,0
40595,treatment,10,49.55,1,1
40596,treatment,1,104.48,1,0
40597,control,10,155.65,1,1
40598,control,1,105.43,1,1
40599,control,6,40.88,1,1
40600,treatment,7,91.86,1,0
40601,control,10,102.98,0,1
40602,control,1,38.5,1,0
40603,treatment,6,50.17,1,0
40604,control,3,105.77,0,0
40605,control,3,116.58,0,1
40606,treatment,3,93.26,1,0
40607,treatment,7,270.35,1,0
40608,control,3,94.95,0,1
40609,control,3,26.69,1,0
40610,control,6,85.57,1,1
40611,control,6,158.3,0,0
40612,control,5,112.54,0,1
40613,treatment,4,167.45,0,1
40614,control,9,174.79,1,1
40615,treatment,6,54.96,0,0
40616,treatment,6,374.04,0,0
40617,treatment,11,100.11,1,1
40618,control,5,133.23,1,0
40619,control,2,58.78,0,1
40620,control,2,82.48,1,0
40621,treatment,8,60.51,1,0
40622,treatment,4,69.83,1,0
40623,control,5,159.04,1,1
40624,control,4,34.81,1,1
40625,treatment,5,58.7,1,0
40626,control,10,41.18,1,1
40627,treatment,5,96.89,0,0
40628,treatment,6,258.23,1,0
40629,treatment,6,127.94,1,1
40630,treatment,4,71.67,1,1
40631,control,4,421.79,1,0
40632,control,4,71.88,0,1
40633,treatment,2,115.42,1,0
40634,control,4,32.17,0,1
40635,control,3,171.36,0,1
40636,treatment,5,265.98,0,0
40637,control,7,89.73,1,1
40638,control,3,136.76,0,0
40639,control,6,66.58,1,1
40640,control,4,173.36,1,1
40641,treatment,6,175.76,1,0
40642,control,8,96.34,1,1
40643,control,4,82.08,0,0
40644,treatment,4,39.79,1,1
40645,control,4,174.23,0,0
40646,treatment,6,264.89,1,0
40647,control,4,239.85,1,0
40648,treatment,3,289.73,1,0
40649,treatment,5,121.78,1,0
40650,treatment,5,30.29,1,0
40651,treatment,5,216.27,1,1
40652,control,5,135.9,0,0
40653,control,7,224.56,1,0
40654,control,4,81.7,0,0
40655,treatment,6,109.58,1,1
40656,treatment,5,148.36,1,0
40657,treatment,3,52.9,1,0
40658,treatment,5,98.63,1,1
40659,treatment,10,36.11,1,0
40660,control,3,107.18,0,0
40661,control,2,109.07,0,1
40662,control,5,267.58,0,0
40663,control,5,54.58,1,1
40664,control,3,161.35,0,0
40665,treatment,13,59.83,0,1
40666,control,0,62.3,0,1
40667,control,10,71.1,0,0
40668,treatment,5,198.85,0,0
40669,treatment,2,118.68,0,1
40670,control,2,81.89,1,1
40671,treatment,5,110.28,1,0
40672,treatment,10,132.42,0,1
40673,treatment,5,154.89,1,0
40674,control,5,66.05,1,1
40675,treatment,6,81.77,0,0
40676,control,4,67.67,1,1
40677,treatment,7,69.7,0,1
40678,treatment,7,272.32,1,0
40679,control,1,177.62,1,1
40680,treatment,5,337.9,1,1
40681,treatment,5,97.62,1,0
40682,control,3,144.92,0,1
